	Temperature	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
	65	1.23433002585688	0.729601378307052	76.1607188863418	88.5986971962561	1.01614600967821	88.71739848269	81.6729353090032	93.0982367157615	1.38211115206695	1.65290128296317	1.07461861072568	1.08477395088357	0.761521378300586	0.939122543683141	77.397106350686	84.0290442206124	1.31681167870903	75.8896972870218	85.5186737162569	90.4856347072864	1.08597721105633	1.41452993052542	1.32560704187352	1.49544587425106	0.918232255169357	0.744902487752086	93.2204164201337	103.275464347857	1.35981400886794	95.7557186285972	93.8327570255544	105.076312941439	1.37012935900037	1.34577024343031	1.41971733656027	0.831791433898957	1.63933080658171	1.19242818577476	84.0766759037799	90.8709967875136	1.8638384510005	87.4781483266777	91.3126717609034	99.4179068415742	0.926813407570251	1.19020335653477	1.40800647152491	1.13142287390571	1.00155173111307	1.09845572834547	78.072389759576	96.844776349941	1.0859998029585	99.497857369194	101.010934864532	102.628200587372	1.67695117906129	0.975391200935235	1.07243831019792	0.730067840108859	0.675258910509456	1.28941204926167	74.348402852107	88.7495810706203	1.3711785992229	93.6630961037145	83.4450077666186	95.9812777689579	1.07236680535215	1.02516927518855	1.62344402715252	0.99177720333654	1.86121841814628	1.02634903761316	79.751387797095	84.5256102518724	1.04024491188881	92.6670395386755	96.6053426777974	93.3078889740996	1.29272273749757	1.36630186296139	1.90071539094157	1.48705285923194	0.981062538557694	0.572223722691717	63.508147287547	72.3430187471554	1.08552809447201	82.4639027332385	83.7540706355144	88.8317778321787	1.45358788129749	1.64446207131465	1.71606632288047	1.90336885194671
	65.5	2.6743817226897	1.58080298633195	165.014890920407	191.963843925225	2.20164968763606	192.221030045831	176.958026502841	201.712846217481	2.99457416281206	3.581286113087	2.32834032323825	2.35034356024806	1.64996298631826	2.03476551131394	167.693730426487	182.062929144661	2.8530919705363	164.427677455216	185.290459718558	196.052208532456	2.352950623955	3.06481484947187	2.87214859072577	3.24013272754377	1.98950321953407	1.61395539012932	201.977568910291	223.763506087021	2.94626368588087	207.470723695295	203.304306888705	227.665344706454	2.96861361116714	2.91583552743253	3.07605422921358	1.80221477344702	3.55188341426037	2.58359440251178	182.166131124855	196.887159706278	4.03831664383449	189.535988041138	197.844122148621	215.405464823413	2.00809571640201	2.57877393915885	3.05068068830417	2.45141622679563	2.1700287507453	2.37998741141519	169.15684447908	209.830348758202	2.35299957307615	215.578690966584	218.857025539818	222.361101272634	3.6333942212994	2.11334760202686	2.32361633876224	1.58181365356938	1.46306097277062	2.79372610673323	161.088206179564	192.290758986339	2.97088696498275	202.936708224717	180.797516827671	207.959435166072	2.32346141159678	2.22120009624217	3.51746205883012	2.14885060722963	4.03263990598407	2.22375624816112	172.794673560374	183.138822212387	2.25386397575915	200.778585667133	209.311575801893	202.167092777217	2.80089926457839	2.96032070308308	4.11821668037334	3.22194786166926	2.1256355002082	1.23981806583225	137.600985789684	156.7432072855	2.35197753802288	178.67178925535	181.467153043617	192.468851969722	3.14944040947785	3.56300115451501	3.71814369957434	4.12396584588447
	66	2.46866005171358	1.4592027566141	152.321437772683	177.197394392519	2.03229201935682	177.434796965382	163.345870618009	186.196473431519	2.76422230413425	3.30580256592646	2.14923722145073	2.16954790176749	1.52304275660146	1.87824508736713	154.794212701373	168.058088441227	2.63362335741851	151.779394574048	171.037347432519	180.971269414575	2.17195442211187	2.82905986105095	2.65121408374688	2.99089174850195	1.83646451033957	1.489804975504	186.440832840269	206.55092869571	2.71962801773617	191.511437257196	187.665514051115	210.152625882882	2.74025871799995	2.69154048686084	2.83943467311974	1.66358286779729	3.27866161316342	2.38485637154935	168.153351807558	181.741993575026	3.72767690200061	174.95629665336	182.6253435218	198.835813683153	1.85362681514033	2.38040671306925	2.81601294304954	2.26284574781135	2.00310346222648	2.19691145669094	156.144779519149	193.689552699877	2.17199960591643	198.995714738383	202.02186972906	205.256401174737	3.35390235812253	1.95078240187138	2.14487662039545	1.46013568021743	1.35051782101863	2.57882409852255	148.696805704213	177.499162141231	2.74235719844563	187.326192207431	166.890015533233	191.962555537909	2.14473361070515	2.05033855037738	3.24688805430424	1.98355440667399	3.72243683629341	2.05269807522564	159.502775594193	169.05122050374	2.08048982377721	185.334079077355	193.210685355592	186.615777948202	2.58544547499548	2.73260372592239	3.80143078188308	2.97410571846348	1.96212507711527	1.14444744538361	127.016294575091	144.686037494306	2.17105618894374	164.927805466475	167.508141271031	177.663555664358	2.90717576259539	3.28892414262924	3.43213264576133	3.80673770389336
	66.5	2.46866005171074	1.4592027566228	152.321437772683	177.197394392524	2.03229201935875	177.434796965377	163.345870617997	186.196473431515	2.76422230413709	3.30580256592123	2.14923722145426	2.1695479017601	1.52304275660231	1.87824508736713	154.794212701373	168.058088441225	2.63362335741647	151.779394574046	171.037347432523	180.971269414586	2.17195442210863	2.82905986105305	2.65121408374881	2.99089174850445	1.83646451034207	1.48980497549616	186.440832840259	206.550928695719	2.71962801773844	191.511437257187	187.6655140511	210.152625882864	2.74025871800421	2.69154048685715	2.83943467311764	1.66358286779894	3.27866161316501	2.38485637155037	168.153351807558	181.74199357501	3.72767690199754	174.956296653377	182.625343521798	198.835813683167	1.85362681514044	2.38040671307476	2.81601294305267	2.2628457478101	2.00310346222705	2.1969114566831	156.144779519157	193.689552699866	2.17199960591915	198.99571473839	202.021869729053	205.256401174762	3.35390235812093	1.95078240187564	2.14487662040221	1.46013568022033	1.35051782101664	2.57882409852215	148.696805704217	177.499162141243	2.74235719844597	187.326192207425	166.890015533226	191.9625555379	2.14473361070986	2.05033855037954	3.24688805430276	1.98355440667626	3.72243683629358	2.05269807523058	159.502775594179	169.051220503754	2.0804898237742	185.334079077344	193.210685355568	186.615777948198	2.58544547499622	2.73260372592648	3.80143078189064	2.97410571846166	1.96212507711044	1.14444744537906	127.016294575094	144.686037494301	2.17105618894988	164.927805466486	167.508141271046	177.663555664365	2.90717576259885	3.28892414263163	3.4321326457586	3.80673770389501
	67	2.46866005173143	1.45920275655277	152.321437772683	177.197394392475	2.03229201934187	177.434796965415	163.345870618086	186.196473431573	2.76422230411021	3.30580256596306	2.14923722142777	2.16954790181347	1.52304275659179	1.87824508736406	154.794212701387	168.058088441205	2.63362335743346	151.77939457405	171.037347432465	180.971269414479	2.17195442213966	2.82905986103623	2.6512140837313	2.99089174848285	1.8364645103174	1.48980497555686	186.440832840319	206.550928695666	2.71962801771451	191.511437257243	187.665514051188	210.152625882994	2.74025871797528	2.69154048688296	2.83943467313964	1.6635828677874	3.27866161315228	2.38485637154173	168.15335180757	181.741993575131	3.72767690202511	174.956296653225	182.625343521863	198.835813683045	1.85362681513908	2.38040671303327	2.81601294302862	2.26284574781965	2.00310346221676	2.19691145674585	156.144779519111	193.689552699961	2.17199960589943	198.99571473835	202.021869729153	205.256401174592	3.35390235813207	1.95078240183727	2.14487662035066	1.4601356801997	1.35051782103352	2.57882409852846	148.696805704197	177.499162141181	2.74235719844052	187.326192207465	166.890015533291	191.962555537978	2.14473361066786	2.0503385503585	3.24688805431811	1.98355440665335	3.72243683628795	2.05269807519312	159.502775594253	169.051220503654	2.08048982379927	185.334079077419	193.210685355761	186.615777948226	2.58544547498457	2.73260372589635	3.80143078182971	2.97410571847877	1.9621250771475	1.14444744541544	127.016294575085	144.686037494354	2.17105618890173	164.927805466398	167.508141270914	177.663555664322	2.90717576257174	3.28892414261207	3.43213264578105	3.80673770388137
	67.5	2.44896378972356	1.46096556360362	151.583897385196	176.641371618825	2.03098528930991	177.15438942815	162.831919213501	185.955667903155	2.76335827382923	3.39314024995053	2.11131746276641	2.15983999636251	1.51166556310562	1.93861284456744	153.800952906094	167.671296817698	2.63302804627381	150.92684201266	170.27110581306	180.532401055287	2.17679124453957	2.74586835243775	2.66953509950889	3.06300081590234	1.85093282163183	1.47554074924682	185.296963815616	205.956147601815	2.70336088219511	190.710011834812	186.784994506169	209.566698809531	2.81683842099039	2.75243029027644	2.79171846054044	1.6290936284214	3.38414000069315	2.37603137255496	167.472956478614	180.818959960569	3.73224297716081	174.030299183119	181.605544658614	197.886471105935	1.81466629600249	2.33679794596827	2.7597968895526	2.25926702415853	1.95257906470107	2.21768144473265	155.072011176628	192.883039565334	2.11752277978036	198.377106748096	201.584673654518	204.617565518033	3.40078807636115	1.99608464743443	2.15768506676812	1.36555154082106	1.32170654696392	2.56579051361967	147.726187368842	176.506671766462	2.73492501954973	186.949603778109	166.309279330855	191.318454518581	2.04979908868108	2.06077805571323	3.22712058270599	2.02763489925644	3.74697664711283	2.0829406252908	158.141579217296	168.308236552528	2.00421622208103	184.672082024582	192.81445112261	186.440434309507	2.55699075565963	2.73769634909638	3.83788617141596	2.96999965071876	1.97904271177663	1.16294339308445	126.198777609136	143.901936420528	2.15616891856126	164.47269974408	167.144311165874	177.178612505242	2.86821220480783	3.26817952307778	3.37406558837813	3.81586100153623
	68	2.70030088744653	1.44821597850955	156.309439315019	180.222559986287	2.02755913335142	178.895533654105	165.94463549428	187.430385803913	2.77049765781538	2.83278867884195	2.35910423326197	2.25857540386505	1.62601958485584	1.52946662571156	160.121109403975	170.119322474641	2.66385826719988	156.217019529554	175.194160299896	183.357895641939	2.20339861946962	3.34348664125258	2.61253690963491	2.4939911565919	1.74723307913229	1.53986090798384	192.470166318612	209.645519504792	2.84371593351716	195.758186867831	192.238080822949	213.331974254158	2.23150855363781	2.29355812840623	3.10922449283106	1.81397691164187	2.72641073430754	2.51027667502149	171.717754220641	186.690602872773	3.67448485672111	179.904906253684	187.903780246707	203.892477239444	2.05326488231503	2.65102346495951	3.17709175010162	2.24957910380925	2.33169671772765	2.04027297370192	161.718633124744	197.992938201951	2.51817029765181	202.130417663964	204.308637086871	208.6456291101	3.1074866138128	1.64949401844694	2.005866176084	2.04283551867314	1.53559753809122	2.69201639611447	153.764348073313	182.756685957376	2.8414688612221	189.2879155365	169.954467670741	195.591983675972	2.68775303028292	1.94360664290065	3.39759964043185	1.72593447078737	3.46758569515447	1.81486759231484	166.812894732822	173.129090830447	2.4895512000241	188.822458136435	195.368840148454	187.734109260408	2.77346289642793	2.73826891318436	3.53211087139579	3.00429972238379	1.86784651215368	1.03272242899226	131.287461828779	148.84486138359	2.21697236394175	167.492127599578	169.494174324466	180.392668252649	3.22044172058474	3.46432108906254	3.83793509712558	3.74520362510339
	68.5	1.98025758173941	1.47851196300115	164.281619094269	186.074436862032	2.13653275637125	182.350848296891	172.609251517496	190.589291540238	2.8059628916447	1.9141702707322	2.72761252475283	1.99177552087758	1.46371341672949	1.0088539795172	171.218334263105	174.780747477084	2.50057754752447	166.518197244644	183.385275069545	187.930655655221	1.65851760416757	3.75835124398509	2.05884945397179	2.4945794042298	1.6481967924347	1.86922610670598	205.941339256576	216.941023416749	2.76072160123573	204.990886780388	202.994283738859	219.679076767529	2.09149243271594	2.10748470593416	3.55301247738333	2.37393228149165	1.41820538835509	2.06597937483969	179.825787830946	196.905210806412	3.79445993749783	190.288045811725	200.541047403803	214.745259921193	2.58553965006462	2.82100602518227	3.43907931328403	2.49467467131507	2.48805693687319	2.12487976397506	174.711043886636	207.091362346637	2.79946600939769	210.289690553286	209.591355954994	216.149536452839	2.56871588134032	1.55981374172973	2.31724555558037	2.58908891249939	1.64575147252503	2.54373803913842	165.369764934247	194.256510736476	2.53165056507635	193.925996569413	176.655721658738	201.621415347037	3.54480175090521	2.10772654914177	3.28626165221431	1.29434650614212	4.12625735980458	1.90354494323259	181.914672426392	180.774160678003	3.34809251074455	196.560553237302	199.685985421746	188.517044027041	2.93657363621588	2.39835940223878	3.59924261598707	3.06026873969739	1.73009531787795	0.850245131063105	141.058871134984	157.775140248865	2.63098114650461	171.742050445896	173.406246787874	184.958382471708	2.93223866755204	3.22998850343896	3.85976913792678	3.77172897880149
	69	1.59181709717421	1.19129657155833	168.393283278331	189.147968900717	2.16621211395642	184.090936162548	177.703665503278	191.986925636826	2.58372360199786	1.29901738234878	2.95240670743021	2.61096682985334	1.16163528861034	1.00379805974694	176.532575659187	175.393439480117	2.17164321104951	173.087811487066	187.402195312401	190.73531374273	1.82013498955507	4.06105607318068	1.01995692925021	2.71801533850868	1.7719043970057	2.2443183022217	213.147682281838	220.911267366561	2.67578018096543	210.087972856455	209.664740698612	222.317028535228	2.22061483195648	2.29615589130702	3.6690987351796	3.24846007964845	1.05309573458504	1.55482750104176	184.583655293264	202.619104382081	4.21603368617673	195.875438723132	207.831896173304	220.039824231586	2.60999358717999	3.2466296028154	3.00282633621276	2.86936753830815	2.43337214954977	2.33441372993877	183.197323815932	211.933658498402	2.33329736975105	215.115218020697	212.452482840584	219.096276247019	2.11715094064232	1.59184335351063	3.00470456299405	2.43062231725708	1.56779129610516	2.2727908801071	172.803616348023	200.33021366254	1.97492118556551	196.122968254684	180.925292766387	203.542395809098	3.58335781906936	2.91327413845801	3.26003407482347	1.86064301253526	4.44155603233668	3.0401270553366	189.454209443946	184.040424848182	3.7803741667218	201.149711011547	200.776262164601	187.800801675655	2.20987881179855	2.52340597102818	4.25433478509166	2.51118616141133	1.49326973290226	1.25451012353898	147.091092738428	163.374671343651	2.93176138265204	173.136083367376	174.47595316122	186.419213990432	2.42711286850016	3.0758641208821	3.26942303284818	3.56927230365795
	69.5	2.32696743329689	1.00023510601608	169.533951676498	190.828232638863	1.88423676452976	184.013803063361	180.055939744031	190.922574313018	1.97600129826736	0.959532376806749	3.12075371811585	3.41696490487874	1.43814489767152	1.03310495571998	178.52896860067	173.435960837973	2.14038070330514	176.543627972752	189.383830956979	192.490494859302	2.74239711857695	4.11160071549853	0.906691378624146	1.61726506510269	1.97045739127151	2.26935268179733	215.635230161317	222.321945871297	2.53023753984513	213.078087084831	212.249422836905	222.214304104131	1.29753052686533	2.33951177027086	3.64134623479657	3.93282687389603	0.745519940968052	1.50913646618079	187.077111714202	205.495465358119	4.17960198093994	199.064153869604	211.349483190474	222.05262709902	2.631683574183	3.64706381249857	2.57309357186762	3.24173363155813	2.32619346514736	2.24609609589027	188.766633059897	214.812463463717	2.31524442718029	216.447818664717	212.982219053628	219.443872249465	2.03902734030493	1.93850545230327	3.187748101664	2.66474600365655	1.57325379827898	2.09952038844034	177.188943670966	202.888327178986	2.07857365465833	196.990592398317	183.789065332284	204.03777392575	3.56332746441171	3.47841711673215	3.11999061061829	2.0320942591128	3.35805695625078	3.23625780205197	192.273820457742	185.896587886044	3.4629517998228	203.278931642361	200.531078298384	187.148477424238	1.49961271817398	2.77567341533444	4.12435517332068	2.34441031988808	1.15440157056474	1.84590449791273	151.126465491702	166.055734107681	2.49771729609296	173.827719022682	174.785046482059	186.697950605373	2.12018077238406	2.87625995462764	3.41035152477912	3.01930030273979
