Reads,EC1,EC2,EC3,Sp1,Sp2,Sp3,Ve1,Ve2,Ve3
LOC_Os09g28990.1,0,0,0,0,1,0,0,0,0
LOC_Os09g29000.1,0,0,0,1,0,0,0,0,0
LOC_Os09g29010.1,0,0,0,0,0,2,0,0,0
LOC_Os09g29020.1,0,0,0,0,0,0,0,0,1
LOC_Os09g29030.1,0,0,0,0,0,0,0,0,1
LOC_Os09g29050.1,0,0,0,5,6,9,49,51,56
LOC_Os09g29060.1,304,273,222,530,401,319,71,71,96
LOC_Os09g29070.1,350,346,264,60,57,45,6,4,6
LOC_Os09g29080.1,196,147,43,3,4,2,0,0,1
LOC_Os09g29090.1,0,0,0,0,0,0,0,4,3
LOC_Os09g29100.1,87,111,117,0,0,0,0,1,0
LOC_Os09g29120.1,1,2,6,6,11,1,13,5,19
LOC_Os09g29130.1,27,39,12,0,1,0,0,0,0
LOC_Os09g29160.1,0,0,0,9,6,11,1,0,2
LOC_Os09g29170.3,363,411,193,423,320,186,227,219,264
LOC_Os09g29180.1,0,0,0,0,0,0,1,0,0
LOC_Os09g29190.2,45,37,11,5,12,1,3,1,6
LOC_Os09g29200.1,104,87,43,54,13,14,2,3,1
LOC_Os09g29210.1,93,76,41,49,13,10,0,0,1
LOC_Os09g29239.3,1,0,2,6,2,0,0,0,0
LOC_Os09g29270.1,200,182,146,27,25,71,7,7,20
LOC_Os09g29284.1,0,0,0,27,20,16,0,1,5
LOC_Os09g29300.1,0,3,0,1,0,0,0,0,0
LOC_Os09g29310.1,4,7,0,0,2,0,0,0,0
LOC_Os09g29330.1,0,0,0,0,1,0,0,0,0
LOC_Os09g29360.1,6,12,2,1,0,0,0,0,0
LOC_Os09g29370.1,33,16,44,0,0,0,0,0,1
LOC_Os09g29380.1,150,112,96,672,490,279,274,247,307
LOC_Os09g29390.1,14,5,2,0,1,2,0,0,1
LOC_Os09g29404.1,203,224,199,1024,951,824,2367,3064,2673
LOC_Os09g29420.1,99,67,81,22,5,5,14,11,16
LOC_Os09g29430.1,388,453,170,15,8,0,1,5,6
LOC_Os09g29440.1,0,0,0,1,0,0,0,2,2
LOC_Os09g29460.1,99,45,16,80,111,44,10,6,10
LOC_Os09g29470.1,79,98,56,7,10,0,8,26,19
LOC_Os09g29480.2,4,24,6,11,0,0,0,0,0
LOC_Os09g29490.1,224,202,99,45,24,8,1,5,0
LOC_Os09g29510.1,0,0,0,0,0,0,2,0,1
LOC_Os09g29520.1,27,31,37,521,533,202,26,29,10
LOC_Os09g29530.1,0,0,0,1,0,0,0,0,0
LOC_Os09g29540.1,3,0,0,0,0,0,0,0,0
LOC_Os09g29560.1,0,0,0,3,7,0,0,0,0
LOC_Os09g29584.1,0,2,2,6,5,9,1,0,2
LOC_Os09g29600.1,111,36,41,2,6,26,1,0,2
LOC_Os09g29620.1,0,0,0,0,1,0,0,0,0
LOC_Os09g29630.1,237,253,224,2,4,5,8,1,0
LOC_Os09g29660.1,15,26,5,0,0,0,0,0,0
LOC_Os09g29690.1,3,0,0,0,1,0,0,0,0
LOC_Os09g29710.1,1,2,1,0,0,0,0,0,0
LOC_Os09g29720.1,0,0,1,0,0,0,0,0,0
LOC_Os09g29730.1,0,0,0,0,0,0,0,1,0
LOC_Os09g29750.1,701,651,674,1592,1044,707,218,232,259
LOC_Os09g29760.1,11,6,6,0,0,0,0,0,0
LOC_Os09g29780.2,26,30,30,29,19,65,258,298,248
LOC_Os09g29790.1,57,67,40,66,37,16,8,7,13
LOC_Os09g29800.1,1,0,0,1,0,1,0,0,1
LOC_Os09g29810.1,21,23,5,168,145,77,8,13,10
LOC_Os09g29820.1,1,0,0,32,32,29,7,4,4
LOC_Os09g29825.1,39,45,15,157,125,144,172,180,277
LOC_Os09g29830.2,86,74,103,131,168,129,14,6,10
LOC_Os09g29840.2,695,528,853,264,216,148,52,21,29
LOC_Os09g29850.1,1,0,0,2,0,0,0,0,0
LOC_Os09g29870.1,0,0,0,1,0,0,0,0,0
LOC_Os09g29880.1,0,0,0,1,2,0,0,0,0
LOC_Os09g29890.2,941,861,862,1911,1142,832,2743,2851,2851
LOC_Os09g29910.1,6,0,0,0,0,1,0,0,0
LOC_Os09g29920.1,0,0,0,6,0,2,0,0,0
LOC_Os09g29930.1,198,222,172,0,1,0,3,4,3
LOC_Os09g29940.2,233,172,75,51,26,24,6,0,5
LOC_Os09g29950.3,115,115,50,2,2,0,2,0,0
LOC_Os09g29960.1,176,120,67,4,1,6,4,3,9
LOC_Os09g29970.1,523,426,105,700,620,511,103,88,101
LOC_Os09g29980.2,318,352,349,10,2,0,27,15,14
LOC_Os09g29990.1,0,1,1,12,13,54,198,206,280
LOC_Os09g30000.1,0,0,0,0,0,0,0,0,1
LOC_Os09g30010.1,4,4,5,0,0,0,0,0,0
LOC_Os09g30030.1,0,0,0,14,15,45,177,227,220
LOC_Os09g30040.1,0,0,7,57,36,226,896,1206,1179
LOC_Os09g30050.1,0,0,0,10,0,8,41,65,47
LOC_Os09g30070.1,74,66,51,17,21,25,64,57,112
LOC_Os09g30090.1,3,1,1,0,0,0,0,0,0
LOC_Os09g30100.1,3,7,2,0,0,0,0,0,0
LOC_Os09g30105.1,4,10,5,1,1,4,1,0,0
LOC_Os09g30120.2,20,14,16,36,38,69,167,163,221
LOC_Os09g30130.1,11,9,5,4,3,6,0,2,0
LOC_Os09g30140.1,46,39,30,26,20,2,38,59,49
LOC_Os09g30150.1,434,469,401,11,8,6,15,5,9
LOC_Os09g30160.1,71,97,104,124,115,41,2,3,3
LOC_Os09g30170.2,59,54,23,1,7,4,10,2,3
LOC_Os09g30180.2,58,42,31,897,658,658,64,82,70
LOC_Os09g30190.1,1,0,0,127,72,72,3,1,4
LOC_Os09g30200.1,122,104,162,8,0,1,1,1,0
LOC_Os09g30210.1,14,24,21,464,560,332,107,59,78
LOC_Os09g30220.1,11,7,14,161,126,88,13,6,18
LOC_Os09g30230.1,15,18,8,1,0,1,1,0,1
LOC_Os09g30240.1,0,0,0,0,0,0,0,0,1
LOC_Os09g30250.1,9,7,10,0,0,0,0,0,0
LOC_Os09g30260.1,0,0,0,0,0,0,2,5,5
LOC_Os09g30270.2,42,48,50,0,1,0,1,0,0
LOC_Os09g30280.1,316,373,356,505,487,499,245,189,304
LOC_Os09g30290.1,0,0,0,4,1,1,3,0,0
LOC_Os09g30300.1,1,0,0,0,0,0,0,0,0
LOC_Os09g30310.1,4,2,3,0,0,0,0,0,0
LOC_Os09g30320.1,0,0,0,0,2,0,0,0,0
LOC_Os09g30330.1,18,15,10,3,2,3,1,0,1
LOC_Os09g30340.1,341,338,337,101,38,28,48,77,52
LOC_Os09g30350.1,401,395,369,150,66,39,70,109,80
LOC_Os09g30360.1,41,51,13,0,0,0,0,0,0
LOC_Os09g30380.1,50,35,52,26,26,34,0,0,1
LOC_Os09g30400.1,60,69,34,181,116,91,9,9,13
LOC_Os09g30410.1,14,9,12,0,3,0,0,0,2
LOC_Os09g30411.1,10,11,4,1,1,0,0,0,0
LOC_Os09g30412.1,11214,8728,16031,26,34,18,44,53,49
LOC_Os09g30442.1,0,0,0,0,2,0,0,0,0
LOC_Os09g30446.1,0,0,0,15,15,9,10,16,8
LOC_Os09g30454.1,0,1,0,0,2,0,0,0,0
LOC_Os09g30458.1,0,1,3,0,1,0,0,0,0
LOC_Os09g30462.1,24,23,7,0,0,0,0,0,0
LOC_Os09g30466.1,57,30,52,0,1,0,0,2,3
LOC_Os09g30474.1,28,21,5,55,25,18,5,15,11
LOC_Os09g30478.1,248,201,289,12,14,61,292,391,345
LOC_Os09g30486.1,1,0,0,0,0,1,0,0,0
LOC_Os09g30490.1,148,139,17,0,0,0,0,0,0
LOC_Os09g30498.1,5,3,1,0,0,0,0,0,1
LOC_Os09g30502.1,3,7,1,0,0,0,0,0,0
LOC_Os09g30506.1,116,233,15,0,0,0,0,1,0
LOC_Os09g30510.1,3,3,0,0,0,0,0,0,0
LOC_Os09g30980.1,0,0,2,2,2,1,0,0,0
LOC_Os09g30990.1,0,0,0,0,1,1,0,0,0
LOC_Os09g31000.1,177,396,8,1,0,0,0,0,2
LOC_Os09g31019.1,1,0,0,162,159,85,1,4,3
LOC_Os09g31025.1,1,0,0,23,34,18,0,2,0
LOC_Os09g31031.2,302,224,173,4979,2652,1164,101,160,63
LOC_Os09g31040.1,336,563,68,50,31,11,0,3,0
LOC_Os09g31050.1,75,78,31,8,1,0,0,0,0
LOC_Os09g31060.1,0,2,0,0,0,0,0,0,0
LOC_Os09g31080.1,803,718,318,0,0,1,2,3,0
LOC_Os09g31090.2,441,418,222,9,11,2,5,13,10
LOC_Os09g31120.1,68,52,29,0,0,0,0,0,0
LOC_Os09g31130.1,18,7,2,6,6,0,0,0,2
LOC_Os09g31170.1,1037,972,811,4,2,5,5,11,8
LOC_Os09g31180.1,1802,1704,1300,9,3,5,7,15,10
LOC_Os09g31190.1,0,1,0,1,2,0,0,0,0
LOC_Os09g31200.1,806,850,226,7,8,11,69,64,88
LOC_Os09g31210.1,3,0,0,0,0,0,0,0,0
LOC_Os09g31220.10,141,188,185,311,178,97,52,36,48
LOC_Os09g31230.1,104,132,68,7282,7903,3926,480,476,562
LOC_Os09g31250.1,0,0,0,0,0,0,1,1,0
LOC_Os09g31260.1,132,99,91,10,3,19,118,149,117
LOC_Os09g31270.1,34,39,32,0,0,0,16,16,9
LOC_Os09g31280.1,20,33,7,19,11,10,60,54,78
LOC_Os09g31290.1,0,0,0,5,2,5,1,0,0
LOC_Os09g31300.1,80,119,50,9,9,6,0,0,1
LOC_Os09g31310.1,19,24,3,4,11,4,87,82,95
LOC_Os09g31350.1,1,4,5,20,17,4,3,8,5
LOC_Os09g31360.1,14,13,16,13,17,1,39,65,78
LOC_Os09g31370.1,14,18,11,8,18,1,28,52,61
LOC_Os09g31380.1,21,12,2,0,0,0,0,0,5
LOC_Os09g31390.1,0,2,2,8,4,12,48,42,69
LOC_Os09g31400.1,302,281,192,178,140,79,409,459,754
LOC_Os09g31410.1,0,0,0,10,13,0,0,0,0
LOC_Os09g31420.1,5,1,1,0,1,0,0,0,0
LOC_Os09g31430.1,1,0,0,10,1,0,0,0,0
LOC_Os09g31438.1,0,0,0,0,5,0,1,0,0
LOC_Os09g31442.1,2,1,0,4,0,1,1,0,0
LOC_Os09g31446.1,164,109,66,0,0,0,0,0,0
LOC_Os09g31450.1,1,0,0,0,0,0,0,0,0
LOC_Os09g31454.1,53,31,27,8,23,20,3,7,2
LOC_Os09g31458.1,161,115,47,110,67,127,490,531,822
LOC_Os09g31466.1,75,67,85,10,9,4,28,43,29
LOC_Os09g31470.1,178,147,85,0,0,0,1,0,2
LOC_Os09g31478.2,14,10,4,2,0,0,4,3,0
LOC_Os09g31482.1,110,99,226,267,185,107,20,11,16
LOC_Os09g31486.1,838,715,860,19,11,13,219,195,170
LOC_Os09g31490.1,29,22,21,1,2,1,0,1,0
LOC_Os09g31498.1,0,0,0,2,0,0,0,0,0
LOC_Os09g31502.4,15,23,2,4,1,0,0,2,5
LOC_Os09g31506.1,0,0,0,7,21,2,0,0,0
LOC_Os09g31514.4,8,10,13,78,51,40,2,0,0
LOC_Os09g31518.1,0,1,0,0,0,0,0,0,0
LOC_Os09g31522.1,0,1,0,0,0,0,0,0,0
LOC_Os09g31970.1,1587,1616,939,386,192,266,1123,1475,1477
LOC_Os09g31990.1,0,0,0,0,0,0,0,2,1
LOC_Os09g32000.1,1,6,0,0,0,0,0,0,0
LOC_Os09g32010.2,38,25,32,0,0,0,0,4,2
LOC_Os09g32020.1,8,19,18,97,97,58,83,71,123
LOC_Os09g32025.1,0,0,0,2,1,1,6,0,8
LOC_Os09g32030.1,41,38,26,3,3,0,2,0,1
LOC_Os09g32040.1,230,184,56,144,39,23,4,7,5
LOC_Os09g32050.1,101,122,112,378,214,148,6,19,9
LOC_Os09g32080.1,103,76,56,0,0,0,0,0,2
LOC_Os09g32090.1,301,269,209,28,11,28,148,140,147
LOC_Os09g32095.1,0,0,3,0,0,0,0,0,0
LOC_Os09g32100.1,1,11,4,85,91,16,31,47,27
LOC_Os09g32120.1,0,0,0,0,1,0,0,0,0
LOC_Os09g32130.1,48,44,51,6,2,0,2,2,1
LOC_Os09g32140.1,0,0,0,0,0,1,1,4,5
LOC_Os09g32150.1,180,157,128,1,3,17,21,27,37
LOC_Os09g32160.1,0,0,0,0,0,0,0,1,0
LOC_Os09g32169.1,0,0,0,27,10,42,5,9,14
LOC_Os09g32180.1,19,18,12,37,29,18,17,6,21
LOC_Os09g32190.1,11,8,5,20,20,7,4,4,6
LOC_Os09g32200.1,149,163,166,133,87,158,1120,1168,1730
LOC_Os09g32210.1,79,152,161,352,192,128,5,12,37
LOC_Os09g32220.1,671,442,117,139,55,150,528,635,512
LOC_Os09g32230.1,0,0,0,3,6,0,2,1,1
LOC_Os09g32240.1,91,96,80,9,6,9,49,38,57
LOC_Os09g32250.1,100,85,65,0,0,2,3,1,1
LOC_Os09g32260.1,0,0,0,11,14,4,0,0,0
LOC_Os09g32270.1,85,67,62,47,17,42,3,4,2
LOC_Os09g32274.1,222,198,234,18,6,0,1,1,1
LOC_Os09g32290.1,8,4,1,0,0,0,0,0,0
LOC_Os09g32300.3,124,191,107,0,0,2,6,9,4
LOC_Os09g32310.1,0,0,0,1,1,0,2,1,0
LOC_Os09g32320.1,277,230,229,0,0,0,0,4,1
LOC_Os09g32330.1,256,377,272,0,0,5,3,2,0
LOC_Os09g32350.1,0,0,0,0,1,0,0,0,0
LOC_Os09g32360.1,15,15,40,8,2,3,6,2,4
LOC_Os09g32370.1,0,1,3,0,2,0,0,0,0
LOC_Os09g32380.1,213,192,87,150,162,65,31,39,48
LOC_Os09g32400.1,0,0,0,9,6,4,0,0,0
LOC_Os09g32410.1,70,65,64,329,179,138,3,10,16
LOC_Os09g32430.1,39,39,19,14,5,8,18,18,21
LOC_Os09g32440.1,25,29,27,172,130,314,3623,4342,5496
LOC_Os09g32450.1,132,154,147,31,24,14,3,7,7
LOC_Os09g32470.1,3,0,0,3,1,0,0,0,3
LOC_Os09g32490.1,0,0,0,3,0,0,0,0,0
LOC_Os09g32500.1,563,518,430,288,160,155,14,24,10
LOC_Os09g32510.2,36,19,4,19,15,11,0,1,1
LOC_Os09g32520.1,242,199,174,225,172,85,10,27,22
LOC_Os09g32526.2,101,94,93,76,67,24,12,29,22
LOC_Os09g32532.2,568,617,487,143,87,93,38,71,41
LOC_Os09g32540.1,595,509,422,873,607,359,22,25,29
LOC_Os09g32550.1,82,72,45,7,9,3,2,0,0
LOC_Os09g32560.1,7,4,11,0,0,0,0,0,0
LOC_Os09g32570.1,0,0,2,16,20,12,3,6,6
LOC_Os09g32580.1,51,77,84,599,549,298,464,563,536
LOC_Os09g32590.1,0,0,0,5,15,10,3,6,4
LOC_Os09g32600.1,40,47,21,178,92,79,16,30,19
LOC_Os09g32610.1,74,45,111,91,82,83,49,62,52
LOC_Os09g32620.1,7,11,9,0,0,0,0,0,0
LOC_Os09g32640.1,6,3,5,0,1,0,0,0,0
LOC_Os09g32650.1,790,661,447,382,194,143,33,33,44
LOC_Os09g32660.1,13,18,6,20,22,7,1,5,5
LOC_Os09g32670.1,79,50,66,1,0,0,0,0,1
LOC_Os09g32680.2,169,148,109,78,52,36,138,159,156
LOC_Os09g32690.2,240,230,116,836,584,327,89,123,111
LOC_Os09g32700.1,70,78,25,1,0,10,1,0,0
LOC_Os09g32710.1,48,58,19,50,13,1,1,6,2
LOC_Os09g32730.1,0,0,0,0,2,4,2,2,7
LOC_Os09g32740.1,278,233,264,101,48,69,38,34,31
LOC_Os09g32750.1,54,46,64,0,0,0,6,21,16
LOC_Os09g32760.2,178,148,184,2,0,1,14,17,9
LOC_Os09g32780.1,0,0,0,2,0,0,0,0,0
LOC_Os09g32800.1,213,238,158,139,90,72,40,81,51
LOC_Os09g32810.2,160,167,170,28,36,18,13,19,7
LOC_Os09g32820.1,541,432,468,357,194,145,60,75,60
LOC_Os09g32840.1,21,42,25,3,1,9,0,1,3
LOC_Os09g32860.2,24,38,28,108,47,43,55,70,88
LOC_Os09g32870.1,3,3,4,84,86,42,10,13,14
LOC_Os09g32880.1,1,0,0,8,8,0,0,0,0
LOC_Os09g32890.1,0,0,0,2,3,0,0,0,0
LOC_Os09g32910.1,5,3,0,166,180,64,7,2,0
LOC_Os09g32930.1,284,223,455,95,44,31,5,2,7
LOC_Os09g32940.2,105,143,132,338,225,231,12,6,16
LOC_Os09g32944.1,2,1,1,0,3,0,0,0,0
LOC_Os09g32948.1,1975,1751,1412,3,1,4,5,5,7
LOC_Os09g32952.1,0,0,0,0,2,0,0,0,0
LOC_Os09g32960.2,22,24,21,58,60,53,255,239,353
LOC_Os09g32964.1,1,1,3,19,6,9,1,0,0
LOC_Os09g32968.1,125,97,68,737,547,416,69,66,68
LOC_Os09g32972.1,0,0,0,3,0,0,0,0,0
LOC_Os09g32976.2,1249,1176,1139,31,23,6,9,19,21
LOC_Os09g32980.1,0,0,0,13,18,2,0,1,0
LOC_Os09g32984.1,0,1,0,0,1,0,0,0,0
LOC_Os09g32988.1,0,4,4,16,16,10,3,5,0
LOC_Os09g32992.1,0,10,6,5,5,0,1,0,0
LOC_Os09g33450.1,322,389,382,130,95,23,9,13,3
LOC_Os09g33460.1,135,89,76,3,0,0,1,1,0
LOC_Os09g33470.1,3,4,0,27,26,23,3,4,4
LOC_Os09g33480.1,690,638,766,76,48,68,13,22,20
LOC_Os09g33490.1,1,0,0,16,10,3,0,0,0
LOC_Os09g33500.1,363,325,404,632,559,425,830,1034,865
LOC_Os09g33510.1,384,347,276,65,38,21,21,15,25
LOC_Os09g33520.1,224,211,81,507,368,315,1899,2241,2515
LOC_Os09g33530.2,4,4,4,62,48,30,7,5,4
LOC_Os09g33540.1,0,0,0,1,0,0,0,0,0
LOC_Os09g33550.1,15,30,4,0,0,0,4,5,0
LOC_Os09g33559.1,64,51,21,117,74,49,114,134,198
LOC_Os09g33580.2,17,9,19,10,7,7,1,0,0
LOC_Os09g33590.1,2,0,0,58,35,85,1,0,0
LOC_Os09g33600.1,279,234,225,1070,941,664,592,501,660
LOC_Os09g33610.1,0,0,0,15,29,51,0,5,0
LOC_Os09g33620.1,60,61,32,114,125,13,8,1,12
LOC_Os09g33630.1,99,94,122,183,136,61,7,7,6
LOC_Os09g33650.1,0,0,0,3,3,10,0,0,0
LOC_Os09g33670.1,124,124,83,534,393,353,1113,1196,1497
LOC_Os09g33680.2,12,11,3,18,5,4,11,4,4
LOC_Os09g33690.4,18,15,4,0,0,0,0,0,0
LOC_Os09g33710.1,1,0,0,0,0,1,0,0,0
LOC_Os09g33720.1,3,6,5,116,56,68,2,4,19
LOC_Os09g33730.1,1,0,0,4,0,0,0,0,0
LOC_Os09g33740.1,41,29,49,63,56,51,16,9,13
LOC_Os09g33750.1,0,0,0,5,1,3,0,0,0
LOC_Os09g33780.1,118,79,35,47,28,22,4,4,2
LOC_Os09g33790.1,91,110,112,71,63,198,1788,2211,1994
LOC_Os09g33800.2,280,260,225,1623,1158,672,454,459,517
LOC_Os09g33810.3,943,865,939,71,40,46,87,113,92
LOC_Os09g33820.3,84,91,115,0,0,0,4,13,8
LOC_Os09g33830.1,0,0,0,2,1,0,0,0,0
LOC_Os09g33850.1,4,3,2,0,1,0,1,2,5
LOC_Os09g33860.1,323,213,258,7,2,0,86,83,86
LOC_Os09g33870.1,176,233,346,124,116,58,48,40,27
LOC_Os09g33876.1,95,109,94,191,156,47,10,6,6
LOC_Os09g33882.1,47,43,18,12,17,12,32,38,34
LOC_Os09g33890.1,16,13,11,231,138,119,4,10,6
LOC_Os09g33900.2,43,35,14,33,26,132,1705,1717,2656
LOC_Os09g33910.1,1,19,27,256,172,1242,17542,15915,22451
LOC_Os09g33920.1,157,135,177,189,192,117,10,12,13
LOC_Os09g33930.3,221,161,67,277,177,95,74,74,110
LOC_Os09g33940.2,754,640,806,1668,1992,1244,300,288,498
LOC_Os09g33950.1,170,134,82,78,54,104,317,367,298
LOC_Os09g33960.1,59,58,16,0,1,0,5,0,1
LOC_Os09g33970.1,178,229,204,481,266,205,121,109,156
LOC_Os09g33980.1,835,883,969,2078,1847,1319,443,404,531
LOC_Os09g33986.1,291,270,275,1026,1049,706,131,149,164
LOC_Os09g33992.1,20,33,16,1,0,1,0,0,2
LOC_Os09g34000.3,26,22,19,0,0,0,3,1,0
LOC_Os09g34010.1,410,340,494,39,26,9,14,24,16
LOC_Os09g34030.1,6,3,2,1,0,0,1,1,4
LOC_Os09g34040.1,208,151,206,81,46,81,301,324,315
LOC_Os09g34060.1,104,107,125,8,5,22,123,165,160
LOC_Os09g34070.1,763,652,1210,3037,2186,1562,577,690,751
LOC_Os09g34075.1,0,0,0,2,1,1,0,0,0
LOC_Os09g34080.1,0,0,0,6,3,1,0,0,0
LOC_Os09g34090.1,172,172,68,167,116,96,22,15,38
LOC_Os09g34100.1,262,229,106,1348,1393,902,191,162,217
LOC_Os09g34110.2,126,133,67,186,114,46,15,19,9
LOC_Os09g34120.1,18,18,11,16,4,6,5,5,6
LOC_Os09g34130.1,95,67,41,1536,1569,949,446,357,485
LOC_Os09g34140.1,24,35,19,0,0,1,0,0,0
LOC_Os09g34150.2,52,53,50,1,1,0,0,0,1
LOC_Os09g34160.1,8,11,15,0,0,0,0,0,0
LOC_Os09g34180.1,42,16,10,0,0,1,0,1,1
LOC_Os09g34190.1,105,81,111,5,4,3,88,108,62
LOC_Os09g34200.1,36,15,16,374,280,99,47,39,54
LOC_Os09g34230.1,36,41,71,21,10,70,256,350,492
LOC_Os09g34250.1,13,18,10,1,0,0,0,0,0
LOC_Os09g34270.1,0,0,0,3,0,0,0,0,0
LOC_Os09g34280.1,409,313,300,54,36,24,4,3,5
LOC_Os09g34290.1,19,25,37,80,31,30,1,6,1
LOC_Os09g34300.1,207,171,71,376,207,169,21,35,16
LOC_Os09g34310.2,37,31,52,3,4,3,0,4,3
LOC_Os09g34340.1,61,73,43,42,8,12,20,37,15
LOC_Os09g34847.1,469,389,666,377,269,179,18,18,13
LOC_Os09g34850.3,200,169,142,525,335,243,129,85,111
LOC_Os09g34860.1,66,48,60,0,1,5,4,17,11
LOC_Os09g34870.1,2,7,4,4,0,8,2,1,0
LOC_Os09g34880.1,0,1,0,0,0,0,0,1,0
LOC_Os09g34890.1,2,13,6,2,3,0,0,0,0
LOC_Os09g34900.1,130,80,41,50,22,22,6,7,5
LOC_Os09g34910.1,596,486,677,2,4,7,7,10,0
LOC_Os09g34920.1,9,6,4,1,0,4,3,7,2
LOC_Os09g34930.1,17,18,31,0,0,0,0,0,0
LOC_Os09g34950.1,1,1,0,0,0,0,0,0,0
LOC_Os09g34960.1,257,204,172,11,2,2,10,2,5
LOC_Os09g34970.1,227,209,49,134,52,65,111,145,131
LOC_Os09g34980.1,63,38,59,18,12,9,3,3,7
LOC_Os09g34985.1,11,6,13,1,2,3,2,3,9
LOC_Os09g34990.1,4,0,0,4,9,0,2,2,3
LOC_Os09g35000.1,133,138,135,279,205,72,47,47,43
LOC_Os09g35010.1,169,103,132,0,1,0,0,1,0
LOC_Os09g35020.1,80,50,33,0,0,0,0,0,1
LOC_Os09g35030.1,627,394,100,1,0,0,0,0,0
LOC_Os09g35540.1,259,236,136,370,283,122,23,25,20
LOC_Os09g35560.1,1,0,0,0,0,0,0,0,0
LOC_Os09g35620.1,0,0,1,0,0,0,0,0,0
LOC_Os09g35630.1,161,109,47,0,0,0,0,1,4
LOC_Os09g35670.2,98,51,34,0,4,0,1,0,1
LOC_Os09g35680.1,377,291,221,21,4,11,4,0,1
LOC_Os09g35690.2,44,25,15,289,140,89,5,7,2
LOC_Os09g35700.1,4,3,0,14,13,5,0,0,1
LOC_Os09g35710.3,262,276,324,431,239,181,86,136,154
LOC_Os09g35720.1,20,15,7,1536,1337,817,54,40,57
LOC_Os09g35730.1,120,116,45,74,70,28,15,23,12
LOC_Os09g35740.1,22,12,8,0,1,1,0,2,6
LOC_Os09g35750.1,0,1,2,0,0,0,0,0,0
LOC_Os09g35760.1,199,181,125,0,1,0,1,1,2
LOC_Os09g35780.1,18,6,6,10,6,7,8,9,12
LOC_Os09g35790.2,39,8,6,0,1,1,0,1,3
LOC_Os09g35800.1,200,193,197,2803,1980,1083,68,76,97
LOC_Os09g35810.2,231,229,123,1625,960,552,102,110,122
LOC_Os09g35830.1,566,467,387,4,1,0,5,2,3
LOC_Os09g35850.1,34,17,23,13,8,9,10,7,20
LOC_Os09g35860.1,31,24,14,1,0,1,0,0,0
LOC_Os09g35870.1,0,0,1,6,1,0,0,0,0
LOC_Os09g35880.1,405,342,354,30,3,14,41,62,50
LOC_Os09g35890.2,224,411,528,443,437,2021,13099,11068,18916
LOC_Os09g35900.1,77,74,58,7,1,1,19,24,18
LOC_Os09g35910.1,22,8,6,1,0,1,0,0,0
LOC_Os09g35920.1,186,156,117,17,10,5,11,25,4
LOC_Os09g35940.1,0,0,0,0,1,0,0,0,0
LOC_Os09g35950.1,0,0,0,0,1,0,0,0,0
LOC_Os09g35960.1,182,157,103,381,272,188,36,42,47
LOC_Os09g35970.1,189,123,75,70,26,203,1671,1876,1816
LOC_Os09g35980.1,29,41,25,46,51,22,51,71,118
LOC_Os09g35990.1,37,36,19,16,8,9,22,10,24
LOC_Os09g36000.1,23,24,34,51,21,73,133,149,205
LOC_Os09g36010.1,0,0,1,0,0,10,0,0,0
LOC_Os09g36020.1,5,8,11,2,1,6,7,18,7
LOC_Os09g36030.1,130,73,105,22,18,12,9,9,6
LOC_Os09g36040.1,17,19,2,2,11,0,3,1,0
LOC_Os09g36060.1,151,122,93,0,0,3,15,18,10
LOC_Os09g36070.1,2,3,1,0,0,0,0,0,0
LOC_Os09g36080.1,2,3,1,0,0,0,0,0,1
LOC_Os09g36090.1,1899,1639,2566,2240,1481,1001,358,402,460
LOC_Os09g36100.1,554,456,486,1478,1169,1138,1884,1664,2493
LOC_Os09g36110.1,18,24,27,107,70,56,3,4,7
LOC_Os09g36120.1,32,7,18,41,32,5,3,7,5
LOC_Os09g36130.1,46,28,11,187,167,183,17,23,32
LOC_Os09g36140.1,0,1,0,26,11,12,0,0,0
LOC_Os09g36160.1,0,0,1,0,0,0,0,0,0
LOC_Os09g36180.1,45,31,18,267,131,122,13,25,12
LOC_Os09g36190.1,712,583,297,755,423,400,1561,1471,1840
LOC_Os09g36200.1,40,29,24,1,0,0,0,1,0
LOC_Os09g36220.2,710,1247,989,38,21,7,0,5,2
LOC_Os09g36230.1,49,63,15,28,7,0,1,4,3
LOC_Os09g36240.4,50,51,43,373,367,182,18,18,20
LOC_Os09g36244.1,4,8,4,43,24,35,1,1,1
LOC_Os09g36250.1,102,145,205,414,365,171,3,4,5
LOC_Os09g36260.1,0,4,1,7,4,3,1,1,2
LOC_Os09g36270.1,269,252,195,26,10,16,21,24,29
LOC_Os09g36280.1,6,9,5,104,77,321,1294,1197,1822
LOC_Os09g36290.1,68,85,82,43,41,58,191,246,180
LOC_Os09g36300.2,935,1321,960,248,216,108,86,86,88
LOC_Os09g36320.1,66,29,14,0,0,0,1,1,0
LOC_Os09g36330.1,0,0,0,27,14,3,0,0,0
LOC_Os09g36340.1,0,1,0,372,395,230,26,36,20
LOC_Os09g36350.2,320,310,340,8,1,2,6,9,8
LOC_Os09g36360.1,45,19,35,143,121,123,152,132,238
LOC_Os09g36370.1,37,48,34,234,140,138,242,274,308
LOC_Os09g36380.1,0,0,0,1,0,5,5,8,6
LOC_Os09g36410.1,0,0,0,1,0,0,0,0,0
LOC_Os09g36420.1,39,38,31,2,0,0,0,0,0
LOC_Os09g36430.1,0,0,0,0,0,2,0,0,0
LOC_Os09g36440.1,273,227,175,166,70,62,57,78,55
