bin start	sense overlap	antisense overlap	total overlap
-1999	25782	10320	36102
-1899	38897	10197	49094
-1799	21793	10171	31964
-1699	21658	11457	33115
-1599	34758	12297	47055
-1499	53440	10028	63468
-1399	114926	11360	126286
-1299	22909	9020	31929
-1199	38387	13304	51691
-1099	29144	11050	40194
-999	48292	7606	55898
-899	79322	10705	90027
-799	119731	8244	127975
-699	128490	6391	134881
-599	90700	5454	96154
-499	37052	6225	43277
-399	28777	4711	33488
-299	51469	7174	58643
-199	38736	8263	46999
-99	31709	10690	42399
1	67064	16372	83436
101	94061	24018	118079
201	57226	27445	84671
301	31086	33407	64493
401	40992	40722	81714
501	44667	43256	87923
601	56788	39097	95885
701	57462	39245	96707
801	56597	41195	97792
901	81655	42444	124099
1001	39563	38934	78497
1101	38405	39732	78137
1201	170392	36650	207042
1301	72135	38371	110506
1401	60163	32856	93019
1501	46122	35437	81559
1601	57543	34736	92279
1701	80125	33333	113458
1801	46470	33256	79726
1901	33716	32160	65876
2001	52432	30563	82995
2101	32599	31189	63788
2201	37428	30828	68256
2301	33174	29652	62826
2401	102246	32419	134665
2501	79428	37862	117290
2601	50927	28803	79730
2701	40926	34407	75333
2801	40901	31261	72162
2901	71016	31120	102136
