bin start	sense overlap	antisense overlap	total overlap
-1999	11824	5654	17478
-1899	12273	6855	19128
-1799	8470	4773	13243
-1699	7679	4354	12033
-1599	13320	6566	19886
-1499	15918	5442	21360
-1399	78653	5271	83924
-1299	7903	4177	12080
-1199	13359	6347	19706
-1099	10773	5716	16489
-999	15885	4104	19989
-899	25208	4360	29568
-799	28048	4547	32595
-699	31174	3653	34827
-599	43255	3340	46595
-499	10011	4585	14596
-399	12410	6492	18902
-299	14224	5631	19855
-199	13509	7583	21092
-99	8380	5425	13805
1	29631	8585	38216
101	24260	11804	36064
201	19481	13750	33231
301	16604	17899	34503
401	25871	20350	46221
501	23254	20087	43341
601	21981	21954	43935
701	24560	20981	45541
801	28690	26605	55295
901	31957	25944	57901
1001	19296	19373	38669
1101	18990	23247	42237
1201	94817	20999	115816
1301	28217	20142	48359
1401	23326	17661	40987
1501	20179	17805	37984
1601	29761	17545	47306
1701	47411	15846	63257
1801	26398	15029	41427
1901	18271	16603	34874
2001	21801	17316	39117
2101	18949	17055	36004
2201	19921	16606	36527
2301	17970	20263	38233
2401	55740	21224	76964
2501	61984	24426	86410
2601	23543	20594	44137
2701	22471	22886	45357
2801	22348	20414	42762
2901	23450	19240	42690
