bin start	sense overlap	antisense overlap	total overlap
-1999	20870	16376	37246
-1899	19028	19700	38728
-1799	18819	16870	35689
-1699	17986	14791	32777
-1599	20510	23583	44093
-1499	17803	23137	40940
-1399	16734	17683	34417
-1299	17909	16297	34206
-1199	19385	17607	36992
-1099	14676	17385	32061
-999	16391	12324	28715
-899	16514	13196	29710
-799	13196	14201	27397
-699	17088	12882	29970
-599	15514	11186	26700
-499	12012	12774	24786
-399	12086	11689	23775
-299	14180	23869	38049
-199	16607	13789	30396
-99	16708	13422	30130
1	29344	30554	59898
101	51416	39184	90600
201	49182	49456	98638
301	62004	60765	122769
401	68562	60806	129368
501	67192	65271	132463
601	69436	72870	142306
701	62834	70960	133794
801	72345	79907	152252
901	69217	64360	133577
1001	66867	60064	126931
1101	58627	68660	127287
1201	68631	56507	125138
1301	69604	63112	132716
1401	61019	61618	122637
1501	56495	54667	111162
1601	60387	59678	120065
1701	53256	58578	111834
1801	49643	51923	101566
1901	53287	48261	101548
2001	62034	58256	120290
2101	53571	51121	104692
2201	52682	49203	101885
2301	53697	63287	116984
2401	54420	59564	113984
2501	57436	45887	103323
2601	64744	51504	116248
2701	52977	48491	101468
2801	54415	65131	119546
2901	50282	53429	103711
