bin start	sense overlap	antisense overlap	total overlap
-1999	3759	808	4567
-1899	2127	1942	4069
-1799	2544	1949	4493
-1699	2934	1398	4332
-1599	10490	998	11488
-1499	4712	397	5109
-1399	4256	379	4635
-1299	3409	2587	5996
-1199	6763	1421	8184
-1099	3256	1383	4639
-999	7007	2276	9283
-899	4368	3863	8231
-799	8483	1704	10187
-699	5127	2169	7296
-599	5453	1574	7027
-499	3338	443	3781
-399	4111	382	4493
-299	3870	1314	5184
-199	2481	1273	3754
-99	1110	753	1863
1	5336	2479	7815
101	7504	1473	8977
201	3506	2286	5792
301	7546	2371	9917
401	2084	853	2937
501	4205	1591	5796
601	4189	2903	7092
701	5496	3402	8898
801	7267	7386	14653
901	8259	10818	19077
1001	4956	3045	8001
1101	3618	3051	6669
1201	4749	4787	9536
1301	9116	6087	15203
1401	5229	7582	12811
1501	6435	6826	13261
1601	7778	5278	13056
1701	6894	3947	10841
1801	3458	4041	7499
1901	4943	3754	8697
2001	7648	6050	13698
2101	4160	1960	6120
2201	9724	6262	15986
2301	8239	3654	11893
2401	11108	5682	16790
2501	8992	7073	16065
2601	7128	4275	11403
2701	5435	2899	8334
2801	4285	4830	9115
2901	3982	2658	6640
