bin start	sense overlap	antisense overlap	total overlap
-1999	38390	29693	68083
-1899	36107	33260	69367
-1799	30734	27061	57795
-1699	32398	24183	56581
-1599	58840	28203	87043
-1499	39098	28730	67828
-1399	35508	26499	62007
-1299	30431	22528	52959
-1199	34993	26357	61350
-1099	35921	24211	60132
-999	31473	16973	48446
-899	27965	19006	46971
-799	22316	18856	41172
-699	21040	19054	40094
-599	16878	15889	32767
-499	15404	12729	28133
-399	13433	9620	23053
-299	17703	19269	36972
-199	19671	18136	37807
-99	23644	22087	45731
1	46499	44264	90763
101	67531	68298	135829
201	91753	86238	177991
301	103241	102901	206142
401	109820	113925	223745
501	118182	113211	231393
601	120640	125195	245835
701	115949	111454	227403
801	123227	113519	236746
901	113617	108164	221781
1001	101463	103169	204632
1101	98943	96210	195153
1201	91575	81903	173478
1301	96459	98268	194727
1401	105003	94304	199307
1501	96109	88786	184895
1601	87162	88063	175225
1701	97984	85899	183883
1801	82098	86046	168144
1901	78987	82790	161777
2001	92536	96248	188784
2101	81662	79112	160774
2201	82785	83252	166037
2301	86296	82053	168349
2401	80357	82093	162450
2501	91333	82130	173463
2601	92492	74361	166853
2701	92509	80887	173396
2801	80863	81145	162008
2901	76598	70192	146790
