bin start	sense overlap	antisense overlap	total overlap
-1999	63405	69751	133156
-1899	75858	59001	134859
-1799	71493	54635	126128
-1699	77719	75392	153111
-1599	66515	63952	130467
-1499	68747	76544	145291
-1399	70808	128926	199734
-1299	112061	81730	193791
-1199	54324	55096	109420
-1099	128721	65740	194461
-999	158210	57485	215695
-899	128080	113267	241347
-799	78487	101230	179717
-699	70510	63235	133745
-599	129202	78064	207266
-499	87512	104302	191814
-399	168838	123220	292058
-299	185723	114517	300240
-199	173320	62475	235795
-99	206314	62391	268705
1	68919	55413	124332
101	77285	84785	162070
201	160527	75843	236370
301	84683	201744	286427
401	99121	92702	191823
501	102262	151742	254004
601	138395	151909	290304
701	144596	169371	313967
801	139227	145233	284460
901	144902	162876	307778
1001	98176	95851	194027
1101	65028	84385	149413
1201	52150	61473	113623
1301	67368	65398	132766
1401	63369	63463	126832
1501	83537	78355	161892
1601	98972	88185	187157
1701	66671	79868	146539
1801	67216	62520	129736
1901	77407	70714	148121
2001	73003	64031	137034
2101	77866	56167	134033
2201	91233	68886	160119
2301	85257	55606	140863
2401	76203	72613	148816
2501	77970	63919	141889
2601	86065	46914	132979
2701	91698	58342	150040
2801	70488	75918	146406
2901	82515	83854	166369
