bin start	sense overlap	antisense overlap	total overlap
-3000	191467	186768	378235
-2900	184016	179159	363175
-2800	184999	181996	366995
-2700	181101	193877	374978
-2600	171457	172535	343992
-2500	187917	193852	381769
-2400	199628	186823	386451
-2300	195647	192127	387774
-2200	204621	193399	398020
-2100	206965	195378	402343
-2000	207571	197132	404703
-1900	218981	217114	436095
-1800	217543	210167	427710
-1700	224804	213876	438680
-1600	250179	231268	481447
-1500	256773	245123	501896
-1400	275875	244379	520254
-1300	260130	245323	505453
-1200	249351	236469	485820
-1100	280068	254483	534551
-1000	285554	266047	551601
-900	290822	278415	569237
-800	459271	317217	776488
-700	369926	333903	703829
-600	388411	352130	740541
-500	398228	379293	777521
-400	423499	382044	805543
-300	441228	338679	779907
-200	311986	245706	557692
-100	115029	77497	192526
0	37530	26833	64363
100	33299	20759	54058
200	34987	22574	57561
300	47410	29780	77190
400	49814	26659	76473
500	55517	33362	88879
600	67979	43256	111235
700	68531	42714	111245
800	97702	49525	147227
900	82717	47175	129892
1000	87368	49192	136560
1100	93521	49617	143138
1200	76511	51244	127755
1300	105791	56345	162136
1400	79365	59874	139239
1500	103821	58505	162326
1600	112623	59910	172533
1700	112053	67519	179572
1800	179188	60620	239808
1900	103106	60542	163648
