bin start	sense overlap	antisense overlap	total overlap
-1999	13349	6372	19721
-1899	14125	7323	21448
-1799	11509	5777	17286
-1699	10603	5361	15964
-1599	14368	8133	22501
-1499	16626	5936	22562
-1399	92637	5668	98305
-1299	9841	4975	14816
-1199	13902	7440	21342
-1099	12996	5694	18690
-999	19933	4296	24229
-899	29620	4708	34328
-799	28163	6173	34336
-699	32534	4042	36576
-599	49335	5029	54364
-499	13546	6771	20317
-399	13947	7861	21808
-299	18834	8483	27317
-199	15799	7289	23088
-99	10043	5844	15887
1	46431	10998	57429
101	35165	12924	48089
201	22769	16863	39632
301	18069	20070	38139
401	29273	22602	51875
501	27737	23016	50753
601	26228	23315	49543
701	32114	27129	59243
801	37077	37652	74729
901	45732	30750	76482
1001	25506	21278	46784
1101	25314	27698	53012
1201	84300	25315	109615
1301	34565	23373	57938
1401	26435	19508	45943
1501	23506	20302	43808
1601	35770	19017	54787
1701	58115	18856	76971
1801	30252	16664	46916
1901	20470	20227	40697
2001	25896	21756	47652
2101	22872	19923	42795
2201	23013	19095	42108
2301	20885	23155	44040
2401	65133	25455	90588
2501	73000	28770	101770
2601	27679	23190	50869
2701	26871	25352	52223
2801	24959	24573	49532
2901	32329	22293	54622
