bin start	sense overlap	antisense overlap	total overlap
-1999	20133	16284	36417
-1899	18368	18878	37246
-1799	19712	17405	37117
-1699	20103	14509	34612
-1599	22308	22523	44831
-1499	18738	24883	43621
-1399	16073	17859	33932
-1299	17566	16390	33956
-1199	19035	18052	37087
-1099	14964	17089	32053
-999	15520	11998	27518
-899	15999	14309	30308
-799	13516	15033	28549
-699	14770	12474	27244
-599	14343	12178	26521
-499	12684	13114	25798
-399	12680	12240	24920
-299	14079	24994	39073
-199	16063	15033	31096
-99	14932	13860	28792
1	28673	31326	59999
101	46745	39589	86334
201	52626	49608	102234
301	64611	61850	126461
401	70933	64860	135793
501	67556	65157	132713
601	71464	77656	149120
701	65517	73725	139242
801	72764	84281	157045
901	73809	67049	140858
1001	70686	61193	131879
1101	64895	71984	136879
1201	68026	59325	127351
1301	65358	63220	128578
1401	64504	61941	126445
1501	56518	56629	113147
1601	62815	63726	126541
1701	52776	62175	114951
1801	50198	54284	104482
1901	53779	49657	103436
2001	63363	57795	121158
2101	55131	52082	107213
2201	52622	52264	104886
2301	54965	66261	121226
2401	55630	63153	118783
2501	61651	48726	110377
2601	65513	54907	120420
2701	54511	50379	104890
2801	56037	62859	118896
2901	50296	54175	104471
