bin start	sense overlap	antisense overlap	total overlap
-3000	69670	51121	120791
-2900	49490	49662	99152
-2800	58325	52619	110944
-2700	56123	48664	104787
-2600	49869	45990	95859
-2500	54377	48898	103275
-2400	52347	50835	103182
-2300	61873	57316	119189
-2200	52325	59123	111448
-2100	52809	57216	110025
-2000	59247	55786	115033
-1900	62763	57095	119858
-1800	59597	64251	123848
-1700	57595	57849	115444
-1600	60097	70932	131029
-1500	62753	65695	128448
-1400	55460	67273	122733
-1300	58157	69273	127430
-1200	68032	63703	131735
-1100	73842	63651	137493
-1000	73597	71788	145385
-900	80009	78691	158700
-800	81696	82743	164439
-700	87929	94812	182741
-600	89098	105350	194448
-500	91953	93803	185756
-400	106770	116773	223543
-300	113187	110059	223246
-200	111671	121770	233441
-100	47525	36889	84414
0	9142	7862	17004
100	7699	6168	13867
200	7758	6879	14637
300	7308	12444	19752
400	10083	9105	19188
500	12300	10864	23164
600	13866	11709	25575
700	16399	12671	29070
800	26618	16787	43405
900	19431	14323	33754
1000	18436	17906	36342
1100	21033	17868	38901
1200	27874	19855	47729
1300	24544	26000	50544
1400	18855	19544	38399
1500	17466	17995	35461
1600	27079	18409	45488
1700	23581	22908	46489
1800	39986	18607	58593
1900	18068	28879	46947
