bin start	sense overlap	antisense overlap	total overlap
-1999	31876	24140	56016
-1899	41894	20999	62893
-1799	29719	20560	50279
-1699	26671	20595	47266
-1599	29096	20909	50005
-1499	43262	18221	61483
-1399	127971	18543	146514
-1299	28014	16203	44217
-1199	46383	20516	66899
-1099	29143	19081	48224
-999	42939	14056	56995
-899	67661	16146	83807
-799	128549	23944	152493
-699	125853	12213	138066
-599	86294	12967	99261
-499	31541	13770	45311
-399	30134	13282	43416
-299	48649	19214	67863
-199	49509	17819	67328
-99	34892	18879	53771
1	129251	30942	160193
101	101667	42912	144579
201	76169	51017	127186
301	60294	65559	125853
401	80955	71328	152283
501	81345	70465	151810
601	88157	71591	159748
701	79109	73967	153076
801	90354	75711	166065
901	128858	90019	218877
1001	74669	68720	143389
1101	71445	72555	144000
1201	164068	63627	227695
1301	97220	70730	167950
1401	79254	58110	137364
1501	79323	65277	144600
1601	84062	66786	150848
1701	115285	57757	173042
1801	74806	57648	132454
1901	63375	54853	118228
2001	76663	57221	133884
2101	60928	53047	113975
2201	63639	56553	120192
2301	56467	53778	110245
2401	119619	56280	175899
2501	115946	58616	174562
2601	77644	53646	131290
2701	62827	54321	117148
2801	67235	55412	122647
2901	79117	50652	129769
