bin start	sense overlap	antisense overlap	total overlap
-3000	37528	34965	72493
-2900	33231	31355	64586
-2800	36563	33062	69625
-2700	30279	32566	62845
-2600	37066	32159	69225
-2500	33999	33513	67512
-2400	41259	35500	76759
-2300	37994	32532	70526
-2200	35027	38340	73367
-2100	36335	38551	74886
-2000	39601	34532	74133
-1900	42515	36673	79188
-1800	39367	36247	75614
-1700	203180	36355	239535
-1600	92875	41958	134833
-1500	51710	41599	93309
-1400	47805	37821	85626
-1300	47025	41020	88045
-1200	51475	39194	90669
-1100	55629	40508	96137
-1000	56135	39217	95352
-900	51974	43040	95014
-800	121235	48300	169535
-700	76064	51544	127608
-600	59320	58634	117954
-500	64465	58480	122945
-400	71011	59673	130684
-300	104158	60500	164658
-200	70901	53254	124155
-100	45584	16843	62427
0	42633	5003	47636
100	14513	4078	18591
200	51746	3075	54821
300	109447	4917	114364
400	46168	6073	52241
500	35534	5460	40994
600	24244	9034	33278
700	64204	7900	72104
800	48940	9726	58666
900	33209	9093	42302
1000	23619	9227	32846
1100	33087	9557	42644
1200	23434	9354	32788
1300	39305	10886	50191
1400	28285	12646	40931
1500	131721	10301	142022
1600	23513	14430	37943
1700	39369	14057	53426
1800	188990	13342	202332
1900	71858	12328	84186
