bin start	sense overlap	antisense overlap	total overlap
-3000	71277	61050	132327
-2900	61164	54165	115329
-2800	74336	59448	133784
-2700	62329	71735	134064
-2600	58292	58931	117223
-2500	60095	57773	117868
-2400	60135	59593	119728
-2300	65808	57251	123059
-2200	64643	69429	134072
-2100	64635	70585	135220
-2000	68414	63260	131674
-1900	76564	71079	147643
-1800	68806	71686	140492
-1700	240851	64624	305475
-1600	125905	69197	195102
-1500	79688	72881	152569
-1400	77719	67756	145475
-1300	82508	66558	149066
-1200	82984	71915	154899
-1100	87191	71586	158777
-1000	82631	68860	151491
-900	84891	77933	162824
-800	142843	85552	228395
-700	117912	96807	214719
-600	106966	103658	210624
-500	105477	106314	211791
-400	124589	106660	231249
-300	139841	109450	249291
-200	124469	86061	210530
-100	50287	26075	76362
0	51248	8786	60034
100	11495	6777	18272
200	43039	7826	50865
300	83659	10435	94094
400	43587	10688	54275
500	28986	10592	39578
600	28312	16597	44909
700	62017	16183	78200
800	57762	18713	76475
900	34293	15098	49391
1000	31008	18729	49737
1100	39244	20544	59788
1200	30122	21705	51827
1300	34793	23446	58239
1400	36791	22781	59572
1500	142137	20858	162995
1600	33763	23176	56939
1700	48859	25374	74233
1800	207958	24848	232806
1900	83388	23771	107159
