bin start	sense overlap	antisense overlap	total overlap
-1999	7477	5217	12694
-1899	7087	3731	10818
-1799	3774	1906	5680
-1699	5972	1901	7873
-1599	5973	3293	9266
-1499	5493	2698	8191
-1399	7212	3688	10900
-1299	12449	2150	14599
-1199	6488	3586	10074
-1099	5167	3039	8206
-999	8016	1787	9803
-899	8288	1771	10059
-799	16593	1903	18496
-699	7369	2639	10008
-599	10827	6269	17096
-499	11826	7567	19393
-399	13265	5834	19099
-299	15689	5157	20846
-199	9394	6068	15462
-99	7858	3809	11667
1	19487	5921	25408
101	11239	8437	19676
201	13286	11002	24288
301	19466	13696	33162
401	28672	16212	44884
501	24484	23191	47675
601	14247	15114	29361
701	16859	21043	37902
801	18736	19040	37776
901	17408	13520	30928
1001	15613	14548	30161
1101	23452	32659	56111
1201	31855	20573	52428
1301	12928	14585	27513
1401	18014	10641	28655
1501	17683	12349	30032
1601	14025	12129	26154
1701	12745	10430	23175
1801	10158	8541	18699
1901	12838	11131	23969
2001	24281	14663	38944
2101	15157	12188	27345
2201	13557	14504	28061
2301	16299	20821	37120
2401	24142	19756	43898
2501	24410	12399	36809
2601	22028	13962	35990
2701	20935	16128	37063
2801	24667	21589	46256
2901	24125	23766	47891
