bin start	sense overlap	antisense overlap	total overlap
-1999	271311	267574	538885
-1899	281952	250943	532895
-1799	287112	249893	537005
-1699	280724	274759	555483
-1599	258440	272009	530449
-1499	265835	243724	509559
-1399	347183	230900	578083
-1299	250980	244391	495371
-1199	272327	240091	512418
-1099	249730	224952	474682
-999	266493	222319	488812
-899	279964	214660	494624
-799	358814	227013	585827
-699	318015	227455	545470
-599	271852	184564	456416
-499	215745	177859	393604
-399	218149	176966	395115
-299	277698	207407	485105
-199	333722	363745	697467
-99	647413	235162	882575
1	394901	356279	751180
101	459444	454623	914067
201	413240	452125	865365
301	406551	407305	813856
401	417478	405297	822775
501	441351	418313	859664
601	448148	405440	853588
701	459220	415364	874584
801	679282	391869	1071151
901	424812	396039	820851
1001	442534	418653	861187
1101	396207	427914	824121
1201	458915	365742	824657
1301	376873	366278	743151
1401	373587	347982	721569
1501	386406	354771	741177
1601	355402	343747	699149
1701	385541	313135	698676
1801	323394	329396	652790
1901	341091	326252	667343
2001	348692	348214	696906
2101	391723	362634	754357
2201	387674	331754	719428
2301	299274	314813	614087
2401	394457	296631	691088
2501	354057	299369	653426
2601	344989	283665	628654
2701	303315	296009	599324
2801	342882	293216	636098
2901	316788	282776	599564
