bin start	sense overlap	antisense overlap	total overlap
-1999	758943	810860	1569803
-1899	783292	706178	1489470
-1799	703346	745306	1448652
-1699	820981	808437	1629418
-1599	811340	988609	1799949
-1499	792234	1029939	1822173
-1399	757254	983197	1740451
-1299	853399	898353	1751752
-1199	725882	838643	1564525
-1099	856774	747829	1604603
-999	779997	708553	1488550
-899	727532	843400	1570932
-799	736973	691866	1428839
-699	665446	662508	1327954
-599	890542	792702	1683244
-499	863918	1091451	1955369
-399	1184070	947931	2132001
-299	1074071	858419	1932490
-199	1124030	868746	1992776
-99	1199406	810212	2009618
1	666159	546423	1212582
101	614434	543082	1157516
201	629636	637339	1266975
301	726973	775599	1502572
401	611300	688774	1300074
501	578887	725322	1304209
601	707527	811542	1519069
701	773371	858114	1631485
801	759761	786102	1545863
901	913017	794322	1707339
1001	700247	785784	1486031
1101	561707	673494	1235201
1201	542935	584288	1127223
1301	587744	611044	1198788
1401	821973	895086	1717059
1501	710264	841640	1551904
1601	708116	745916	1454032
1701	532009	730008	1262017
1801	746365	657012	1403377
1901	637614	835501	1473115
2001	857876	605327	1463203
2101	596558	641655	1238213
2201	746046	580789	1326835
2301	539846	741177	1281023
2401	550028	758442	1308470
2501	506225	632761	1138986
2601	694939	763469	1458408
2701	715500	866001	1581501
2801	709493	767476	1476969
2901	656119	736957	1393076
