bin start	sense overlap	antisense overlap	total overlap
-1999	24359	21016	45375
-1899	24661	21388	46049
-1799	20447	15474	35921
-1699	21897	23368	45265
-1599	23356	20693	44049
-1499	24538	25127	49665
-1399	20368	16896	37264
-1299	24321	23149	47470
-1199	28892	24447	53339
-1099	26871	35129	62000
-999	32798	23580	56378
-899	31234	20120	51354
-799	32650	29836	62486
-699	28517	20541	49058
-599	29806	31969	61775
-499	35135	29746	64881
-399	35955	27816	63771
-299	25939	24976	50915
-199	32997	33385	66382
-99	34676	32800	67476
1	40150	29026	69176
101	33561	26901	60462
201	27050	29799	56849
301	35677	32370	68047
401	35300	31086	66386
501	36710	33974	70684
601	26217	25181	51398
701	44199	44110	88309
801	43252	43441	86693
901	44995	34287	79282
1001	51781	38521	90302
1101	30808	37265	68073
1201	36693	27425	64118
1301	26664	23484	50148
1401	35718	34011	69729
1501	36347	27604	63951
1601	32705	22233	54938
1701	30327	35108	65435
1801	25395	31033	56428
1901	42444	33145	75589
2001	39470	32624	72094
2101	30023	27415	57438
2201	32153	22634	54787
2301	36844	32382	69226
2401	31738	30796	62534
2501	28612	26062	54674
2601	28710	30887	59597
2701	27765	32371	60136
2801	31042	23229	54271
2901	26688	21978	48666
