bin start	sense overlap	antisense overlap	total overlap
-1999	386224	351704	737928
-1899	371839	354785	726624
-1799	383379	357250	740629
-1699	378751	362911	741662
-1599	383384	346018	729402
-1499	395673	324130	719803
-1399	346952	330451	677403
-1299	351737	322616	674353
-1199	380824	328731	709555
-1099	368392	312124	680516
-999	363814	305978	669792
-899	328437	298353	626790
-799	291871	261593	553464
-699	270188	247365	517553
-599	238086	220578	458664
-499	209577	197238	406815
-399	189344	193672	383016
-299	195127	212595	407722
-199	203568	216445	420013
-99	262171	271354	533525
1	414655	436116	850771
101	545073	567128	1112201
201	582784	585025	1167809
301	586569	598714	1185283
401	600320	593513	1193833
501	585956	575089	1161045
601	596617	592197	1188814
701	595438	574091	1169529
801	573979	556824	1130803
901	524285	519781	1044066
1001	501675	485150	986825
1101	531134	501187	1032321
1201	486552	459612	946164
1301	479275	478405	957680
1401	514887	470010	984897
1501	463962	440173	904135
1601	432485	435258	867743
1701	440929	423447	864376
1801	420420	426244	846664
1901	405038	412939	817977
2001	425671	423466	849137
2101	404552	397921	802473
2201	416013	397853	813866
2301	402236	393533	795769
2401	383375	390899	774274
2501	384984	373608	758592
2601	370672	350175	720847
2701	376932	365417	742349
2801	353857	350023	703880
2901	341968	335469	677437
