bin start	sense overlap	antisense overlap	total overlap
-1999	51345	43831	95176
-1899	55424	48273	103697
-1799	45039	40547	85586
-1699	50276	55040	105316
-1599	48992	46077	95069
-1499	48244	39523	87767
-1399	50126	35730	85856
-1299	43301	48659	91960
-1199	58857	50556	109413
-1099	55310	53450	108760
-999	65299	50196	115495
-899	64908	42245	107153
-799	74576	63214	137790
-699	62993	42307	105300
-599	66681	54093	120774
-499	61126	68221	129347
-399	76516	59815	136331
-299	59987	52683	112670
-199	71433	60402	131835
-99	72470	63724	136194
1	69326	57851	127177
101	61135	46388	107523
201	64632	60731	125363
301	71361	65591	136952
401	68703	57824	126527
501	72761	66307	139068
601	58488	57591	116079
701	73618	81049	154667
801	81719	85028	166747
901	94197	73509	167706
1001	86766	75126	161892
1101	65021	69700	134721
1201	70609	58856	129465
1301	52291	47685	99976
1401	63520	51827	115347
1501	63743	53559	117302
1601	57660	65311	122971
1701	59411	61749	121160
1801	57039	52902	109941
1901	68783	64835	133618
2001	68728	66770	135498
2101	56199	59486	115685
2201	66010	53283	119293
2301	52382	62206	114588
2401	73816	66662	140478
2501	58836	52762	111598
2601	64204	65549	129753
2701	65001	66104	131105
2801	54310	58446	112756
2901	69042	56516	125558
