bin start	sense overlap	antisense overlap	total overlap
-1999	554129	469420	1023549
-1899	587089	465314	1052403
-1799	520426	465166	985592
-1699	512415	459189	971604
-1599	491913	437121	929034
-1499	531697	440305	972002
-1399	631141	429097	1060238
-1299	496320	433512	929832
-1199	654478	422571	1077049
-1099	540738	411472	952210
-999	481685	393825	875510
-899	562557	385042	947599
-799	493811	374008	867819
-699	470163	363932	834095
-599	528574	333769	862343
-499	434558	330770	765328
-399	382497	306688	689185
-299	448204	309966	758170
-199	394997	319812	714809
-99	432875	375779	808654
1	784867	521832	1306699
101	903519	646713	1550232
201	827535	691964	1519499
301	699608	701542	1401150
401	728422	744684	1473106
501	812836	798650	1611486
601	773999	721484	1495483
701	788253	720963	1509216
801	794780	712878	1507658
901	770944	675180	1446124
1001	701746	659270	1361016
1101	705721	663116	1368837
1201	743679	639854	1383533
1301	688162	623231	1311393
1401	698911	621089	1320000
1501	652436	609855	1262291
1601	629917	596833	1226750
1701	699270	572145	1271415
1801	606591	575777	1182368
1901	571492	551458	1122950
2001	660256	567959	1228215
2101	552118	543639	1095757
2201	585026	543967	1128993
2301	582393	534810	1117203
2401	693402	546484	1239886
2501	555870	505322	1061192
2601	640801	487309	1128110
2701	598642	491026	1089668
2801	535003	489834	1024837
2901	623523	483829	1107352
