bin start	sense overlap	antisense overlap	total overlap
-3000	547211	561418	1108629
-2900	563169	545766	1108935
-2800	539355	530084	1069439
-2700	556856	548937	1105793
-2600	555516	558992	1114508
-2500	579313	580966	1160279
-2400	610402	564633	1175035
-2300	599560	597380	1196940
-2200	620434	597434	1217868
-2100	605104	586467	1191571
-2000	653582	635329	1288911
-1900	662667	634915	1297582
-1800	696482	685436	1381918
-1700	665064	691779	1356843
-1600	730060	716392	1446452
-1500	724431	741220	1465651
-1400	715569	697976	1413545
-1300	749922	741367	1491289
-1200	784566	766434	1551000
-1100	782485	777562	1560047
-1000	839888	804769	1644657
-900	890412	884693	1775105
-800	942767	924361	1867128
-700	1067858	1021432	2089290
-600	1159117	1105606	2264723
-500	1345475	1247347	2592822
-400	1451982	1306301	2758283
-300	1533083	1263624	2796707
-200	1374951	1024924	2399875
-100	560455	408182	968637
0	190936	180665	371601
100	191473	169531	361004
200	200791	202503	403294
300	248276	247819	496095
400	282106	294783	576889
500	340178	365884	706062
600	386624	398694	785318
700	518859	399825	918684
800	445961	444662	890623
900	455894	438709	894603
1000	480189	461599	941788
1100	479789	474452	954241
1200	483503	453467	936970
1300	492591	439928	932519
1400	448723	440553	889276
1500	454012	431722	885734
1600	474164	449439	923603
1700	464162	446745	910907
1800	499908	443100	943008
1900	466412	459140	925552
