bin start	sense overlap	antisense overlap	total overlap
-1999	454345	443820	898165
-1899	413859	448346	862205
-1799	440848	448016	888864
-1699	434923	406241	841164
-1599	408393	426055	834448
-1499	396104	400805	796909
-1399	401590	400965	802555
-1299	384739	408923	793662
-1199	395421	420415	815836
-1099	404828	384383	789211
-999	391979	376433	768412
-899	362571	382579	745150
-799	363940	377043	740983
-699	371882	328791	700673
-599	353177	313017	666194
-499	332246	319309	651555
-399	343238	286187	629425
-299	363972	309403	673375
-199	377130	311452	688582
-99	405589	315436	721025
1	506163	511491	1017654
101	656728	632572	1289300
201	649986	676591	1326577
301	672710	717212	1389922
401	711639	701953	1413592
501	685507	663387	1348894
601	692358	706357	1398715
701	676629	737560	1414189
801	635543	702343	1337886
901	603482	636720	1240202
1001	634912	580179	1215091
1101	586603	588534	1175137
1201	614402	570539	1184941
1301	568026	591132	1159158
1401	551368	577574	1128942
1501	507646	548626	1056272
1601	516756	521431	1038187
1701	494617	522177	1016794
1801	480308	530146	1010454
1901	542021	513968	1055989
2001	508473	491433	999906
2101	487834	475187	963021
2201	494450	472161	966611
2301	461455	508781	970236
2401	467350	467861	935211
2501	447908	436492	884400
2601	423220	427409	850629
2701	420252	438297	858549
2801	412452	433084	845536
2901	429146	403395	832541
