bin start	sense overlap	antisense overlap	total overlap
-3000	534941	548922	1083863
-2900	532239	544047	1076286
-2800	546235	535547	1081782
-2700	546399	554629	1101028
-2600	550734	552579	1103313
-2500	566153	565275	1131428
-2400	579494	568892	1148386
-2300	589021	612298	1201319
-2200	615196	604855	1220051
-2100	619022	607341	1226363
-2000	618204	618491	1236695
-1900	634907	664737	1299644
-1800	659763	679401	1339164
-1700	703048	667376	1370424
-1600	752211	691330	1443541
-1500	755469	718624	1474093
-1400	778695	713952	1492647
-1300	809471	723527	1532998
-1200	794962	745244	1540206
-1100	827775	751084	1578859
-1000	835104	782236	1617340
-900	852444	847491	1699935
-800	1214647	881779	2096426
-700	1087074	929078	2016152
-600	1013598	970933	1984531
-500	1099277	1019822	2119099
-400	1198914	1029544	2228458
-300	1121136	985039	2106175
-200	833579	701005	1534584
-100	508685	343072	851757
0	302113	222592	524705
100	271684	245548	517232
200	296402	263679	560081
300	378240	302769	681009
400	388046	341051	729097
500	421337	369223	790560
600	428206	378392	806598
700	554932	397133	952065
800	509433	393497	902930
900	484056	414449	898505
1000	501124	447824	948948
1100	544823	433749	978572
1200	493271	436879	930150
1300	504177	422298	926475
1400	540054	438721	978775
1500	681555	452487	1134042
1600	512300	450608	962908
1700	650532	466703	1117235
1800	712346	442466	1154812
1900	584527	455662	1040189
