bin start	sense overlap	antisense overlap	total overlap
-1999	84421	82347	166768
-1899	105122	93303	198425
-1799	133727	80744	214471
-1699	281905	74891	356796
-1599	73889	91881	165770
-1499	88232	72972	161204
-1399	117398	84823	202221
-1299	79469	81449	160918
-1199	88015	81715	169730
-1099	99693	78448	178141
-999	85179	72451	157630
-899	85823	69956	155779
-799	93040	63697	156737
-699	84287	60590	144877
-599	83329	57202	140531
-499	78034	69068	147102
-399	115694	72633	188327
-299	78708	76705	155413
-199	86769	73689	160458
-99	80408	72101	152509
1	108036	86997	195033
101	115333	103602	218935
201	106699	105138	211837
301	166736	104220	270956
401	112878	106418	219296
501	103843	106270	210113
601	103910	108229	212139
701	117638	104482	222120
801	128140	112401	240541
901	115425	116798	232223
1001	109176	154002	263178
1101	102701	105886	208587
1201	130179	94128	224307
1301	93249	87981	181230
1401	92551	91036	183587
1501	99202	87899	187101
1601	115831	92454	208285
1701	97028	82396	179424
1801	88662	86634	175296
1901	97060	97327	194387
2001	97987	88082	186069
2101	84810	97357	182167
2201	90223	89003	179226
2301	97729	104362	202091
2401	111568	93825	205393
2501	111062	84323	195385
2601	95828	83678	179506
2701	152387	108566	260953
2801	91110	96029	187139
2901	95057	105293	200350
